Economy,Year,GDP,Population
USA,12/31/2046,34479.3532,383.588
USA,12/31/2047,35032.78692,385.103
USA,12/31/2048,35587.15573,386.607
USA,12/31/2049,36142.43031,388.103
USA,12/31/2050,36698.37543,389.592
VN,12/31/2017,621.3286484,95.54
VN,12/31/2018,659.4645195,96.491
VN,12/31/2019,696.5400745,97.429
VN,12/31/2020,732.1078182,98.36
VN,12/31/2021,769.5290197,99.284
VN,12/31/2022,809.0924678,100.195
VN,12/31/2023,850.6393135,101.084
VN,12/31/2024,894.2082912,101.943
VN,12/31/2025,939.7466749,102.764
VN,12/31/2026,987.911404,103.543
VN,12/31/2027,1038.244635,104.284
VN,12/31/2028,1090.711844,104.986
VN,12/31/2029,1145.41732,105.652
VN,12/31/2030,1202.372648,106.284
VN,12/31/2031,1261.842959,106.881
VN,12/31/2032,1323.645212,107.445
VN,12/31/2033,1387.763568,107.981
VN,12/31/2034,1454.156561,108.494
VN,12/31/2035,1522.686385,108.989
VN,12/31/2036,1593.606262,109.466
VN,12/31/2037,1666.84554,109.928
VN,12/31/2038,1742.290038,110.375
VN,12/31/2039,1819.866338,110.808
VN,12/31/2040,1899.449845,111.229
VN,12/31/2041,1980.359525,111.638
VN,12/31/2042,2063.267327,112.037
VN,12/31/2043,2148.093576,112.421
VN,12/31/2044,2234.51851,112.791
VN,12/31/2045,2322.642559,113.145
VN,12/31/2046,2411.704114,113.481
VN,12/31/2047,2502.285597,113.8
VN,12/31/2048,2594.447303,114.099
VN,12/31/2049,2688.477582,114.376
VN,12/31/2050,2784.627331,114.63
